timestamp_utc,vwc_5cm,temp_5cm,ec_5cm,vwc_20cm,temp_20cm,ec_20cm,vwc_40cm,temp_40cm,ec_40cm
2021-06-30 19:00:00,0.267,24.2,0.617,0.245,22.9,1.866,0.395,22.0,2.018
2021-06-30 20:00:00,0.266,24.6,0.616,0.245,23.0,1.861,0.395,22.0,2.015
2021-06-30 21:00:00,0.265,24.8,0.615,0.245,23.0,1.86,0.394,21.9,2.013
2021-06-30 22:00:00,0.264,25.1,0.61,0.245,23.2,1.855,0.394,21.9,2.01
2021-06-30 23:00:00,0.263,25.5,0.614,0.245,23.3,1.846,0.394,21.9,2.013
2021-07-01 00:00:00,0.262,25.6,0.616,0.245,23.4,1.844,0.394,21.9,2.008
2021-07-01 01:00:00,0.261,25.6,0.619,0.246,23.5,1.851,0.394,22.0,2.007
2021-07-01 02:00:00,0.261,25.5,0.62,0.246,23.6,1.859,0.394,22.0,2.007
2021-07-01 03:00:00,0.26,25.3,0.621,0.246,23.7,1.858,0.394,22.0,2.012
2021-07-01 04:00:00,0.26,25.0,0.621,0.246,23.7,1.862,0.394,22.0,2.016
2021-07-01 05:00:00,0.26,24.8,0.622,0.246,23.7,1.866,0.394,22.0,2.016
2021-07-01 06:00:00,0.259,24.5,0.625,0.246,23.7,1.862,0.394,22.0,2.02
2021-07-01 07:00:00,0.259,24.2,0.623,0.246,23.7,1.867,0.394,22.1,2.024
2021-07-01 08:00:00,0.259,24.0,0.623,0.246,23.6,1.868,0.394,22.1,2.023
2021-07-01 09:00:00,0.259,23.8,0.622,0.246,23.5,1.868,0.394,22.1,2.023
2021-07-01 10:00:00,0.259,23.6,0.62,0.246,23.4,1.864,0.394,22.1,2.023
2021-07-01 11:00:00,0.259,23.4,0.624,0.246,23.4,1.857,0.394,22.1,2.023
2021-07-01 12:00:00,0.258,23.2,0.626,0.246,23.3,1.858,0.394,22.1,2.027
2021-07-01 13:00:00,0.258,23.1,0.626,0.246,23.2,1.858,0.394,22.1,2.027
2021-07-01 14:00:00,0.258,23.0,0.624,0.246,23.1,1.859,0.394,22.1,2.027
2021-07-01 15:00:00,0.258,23.1,0.621,0.246,23.0,1.864,0.394,22.1,2.027
2021-07-01 16:00:00,0.258,23.2,0.62,0.246,23.0,1.864,0.394,22.1,2.027
2021-07-01 17:00:00,0.257,23.3,0.62,0.246,22.9,1.869,0.394,22.1,2.028
2021-07-01 18:00:00,0.256,23.5,0.619,0.246,22.9,1.865,0.394,22.1,2.025
2021-07-01 19:00:00,0.256,23.8,0.62,0.246,22.9,1.865,0.394,22.1,2.022
2021-07-01 20:00:00,0.255,24.1,0.627,0.246,23.0,1.865,0.393,22.1,2.015
2021-07-01 21:00:00,0.254,24.5,0.657,0.246,23.0,1.864,0.393,22.0,2.014
2021-07-01 22:00:00,0.252,24.8,0.666,0.246,23.1,1.864,0.392,22.0,2.018
2021-07-01 23:00:00,0.251,25.1,0.664,0.246,23.2,1.859,0.392,22.0,2.016
2021-07-02 00:00:00,0.25,25.3,0.664,0.246,23.3,1.853,0.391,22.0,2.017
2021-07-02 01:00:00,0.249,25.3,0.665,0.246,23.4,1.857,0.391,22.0,2.018
2021-07-02 02:00:00,0.249,25.1,0.668,0.246,23.5,1.856,0.391,22.0,2.022
2021-07-02 03:00:00,0.248,24.9,0.668,0.246,23.6,1.851,0.391,22.0,2.022
2021-07-02 04:00:00,0.248,24.5,0.669,0.246,23.6,1.851,0.391,22.1,2.016
2021-07-02 05:00:00,0.247,24.2,0.67,0.246,23.6,1.851,0.391,22.1,2.012
2021-07-02 06:00:00,0.247,23.8,0.668,0.246,23.5,1.855,0.392,22.1,2.016
