timestamp_utc,vwc_5cm,temp_5cm,ec_5cm,vwc_20cm,temp_20cm,ec_20cm,vwc_40cm,temp_40cm,ec_40cm
2021-06-30 19:00:00,0.256,25.3,0.36,0.171,24.0,0.701,0.281,23.4,1.722
2021-06-30 20:00:00,0.256,25.7,0.361,0.172,24.1,0.7,0.281,23.4,1.726
2021-06-30 21:00:00,0.255,26.0,0.363,0.172,24.2,0.701,0.281,23.3,1.731
2021-06-30 22:00:00,0.254,26.4,0.365,0.172,24.3,0.704,0.281,23.3,1.731
2021-06-30 23:00:00,0.254,26.8,0.368,0.172,24.4,0.707,0.281,23.3,1.732
2021-07-01 00:00:00,0.253,27.0,0.37,0.172,24.6,0.703,0.281,23.3,1.732
2021-07-01 01:00:00,0.253,26.9,0.373,0.172,24.7,0.695,0.281,23.4,1.732
2021-07-01 02:00:00,0.253,26.7,0.374,0.172,24.8,0.695,0.281,23.4,1.727
2021-07-01 03:00:00,0.254,26.4,0.375,0.172,24.9,0.7,0.281,23.4,1.727
2021-07-01 04:00:00,0.254,26.0,0.375,0.172,24.9,0.701,0.281,23.4,1.72
2021-07-01 05:00:00,0.254,25.7,0.374,0.172,24.9,0.703,0.28,23.4,1.723
2021-07-01 06:00:00,0.254,25.4,0.376,0.172,24.9,0.703,0.281,23.5,1.723
2021-07-01 07:00:00,0.254,25.1,0.375,0.172,24.8,0.703,0.28,23.5,1.723
2021-07-01 08:00:00,0.254,24.8,0.375,0.172,24.7,0.702,0.28,23.5,1.719
2021-07-01 09:00:00,0.254,24.6,0.374,0.172,24.6,0.701,0.28,23.5,1.72
2021-07-01 10:00:00,0.254,24.4,0.373,0.172,24.5,0.701,0.28,23.5,1.72
2021-07-01 11:00:00,0.254,24.2,0.372,0.172,24.5,0.702,0.28,23.5,1.72
2021-07-01 12:00:00,0.254,24.0,0.377,0.172,24.4,0.704,0.28,23.5,1.72
2021-07-01 13:00:00,0.254,23.8,0.377,0.172,24.3,0.704,0.28,23.5,1.72
2021-07-01 14:00:00,0.254,23.7,0.378,0.172,24.2,0.709,0.28,23.5,1.724
2021-07-01 15:00:00,0.254,23.8,0.378,0.172,24.1,0.711,0.28,23.5,1.724
2021-07-01 16:00:00,0.254,24.0,0.375,0.172,24.0,0.715,0.28,23.5,1.725
2021-07-01 17:00:00,0.253,24.2,0.375,0.172,23.9,0.713,0.28,23.4,1.722
2021-07-01 18:00:00,0.252,24.4,0.38,0.172,23.9,0.713,0.28,23.4,1.718
2021-07-01 19:00:00,0.251,24.8,0.38,0.172,23.9,0.713,0.28,23.4,1.719
2021-07-01 20:00:00,0.25,25.2,0.385,0.172,24.0,0.713,0.28,23.4,1.719
2021-07-01 21:00:00,0.248,25.7,0.386,0.172,24.0,0.714,0.28,23.3,1.716
2021-07-01 22:00:00,0.247,26.2,0.388,0.172,24.1,0.709,0.28,23.3,1.72
2021-07-01 23:00:00,0.246,26.7,0.391,0.172,24.2,0.706,0.28,23.3,1.717
2021-07-02 00:00:00,0.245,26.9,0.393,0.172,24.4,0.701,0.279,23.3,1.717
2021-07-02 01:00:00,0.244,26.8,0.394,0.172,24.6,0.7,0.279,23.3,1.717
2021-07-02 02:00:00,0.244,26.5,0.394,0.172,24.7,0.706,0.279,23.3,1.713
2021-07-02 03:00:00,0.244,26.2,0.396,0.172,24.8,0.709,0.279,23.4,1.712
2021-07-02 04:00:00,0.244,25.7,0.396,0.172,24.8,0.707,0.279,23.4,1.716
2021-07-02 05:00:00,0.244,25.2,0.397,0.172,24.8,0.703,0.279,23.4,1.717
2021-07-02 06:00:00,0.244,24.8,0.398,0.172,24.7,0.704,0.279,23.4,1.717
2021-07-02 07:00:00,0.244,24.4,0.398,0.172,24.6,0.704,0.279,23.4,1.716
2021-07-02 08:00:00,0.244,24.1,0.398,0.172,24.5,0.703,0.279,23.5,1.712
2021-07-02 09:00:00,0.245,23.7,0.399,0.172,24.4,0.702,0.279,23.5,1.712
2021-07-02 10:00:00,0.245,23.4,0.4,0.172,24.2,0.704,0.279,23.5,1.708
2021-07-02 11:00:00,0.245,23.2,0.397,0.172,24.1,0.709,0.279,23.5,1.705
2021-07-02 12:00:00,0.245,22.9,0.395,0.172,24.0,0.713,0.279,23.4,1.705
2021-07-02 13:00:00,0.245,22.6,0.397,0.172,23.8,0.71,0.279,23.4,1.698
2021-07-02 14:00:00,0.244,22.5,0.397,0.172,23.7,0.702,0.279,23.4,1.694
2021-07-02 15:00:00,0.244,22.7,0.396,0.172,23.6,0.71,0.279,23.4,1.687
2021-07-02 16:00:00,0.243,23.0,0.396,0.172,23.5,0.711,0.279,23.3,1.691
2021-07-02 17:00:00,0.242,23.8,0.396,0.172,23.4,0.712,0.279,23.3,1.696
2021-07-02 18:00:00,0.24,24.8,0.398,0.172,23.4,0.71,0.279,23.2,1.697
2021-07-02 19:00:00,0.238,25.9,0.401,0.172,23.5,0.709,0.279,23.2,1.697
2021-07-02 20:00:00,0.236,27.0,0.402,0.172,23.7,0.703,0.279,23.2,1.693
2021-07-02 21:00:00,0.234,28.0,0.404,0.172,24.0,0.705,0.279,23.2,1.694
2021-07-02 22:00:00,0.233,28.8,0.406,0.173,24.2,0.702,0.278,23.1,1.695
2021-07-02 23:00:00,0.231,29.2,0.408,0.173,24.6,0.699,0.278,23.1,1.695
2021-07-03 00:00:00,0.23,29.2,0.41,0.173,24.9,0.705,0.278,23.2,1.695
2021-07-03 01:00:00,0.229,28.9,0.411,0.173,25.1,0.709,0.278,23.2,1.695
2021-07-03 02:00:00,0.228,28.4,0.413,0.173,25.3,0.708,0.278,23.3,1.698
2021-07-03 03:00:00,0.228,27.7,0.413,0.173,25.4,0.71,0.278,23.3,1.697
2021-07-03 04:00:00,0.228,27.1,0.411,0.173,25.5,0.713,0.278,23.4,1.693
2021-07-03 05:00:00,0.228,26.5,0.411,0.172,25.5,0.711,0.278,23.5,1.685
2021-07-03 06:00:00,0.227,25.9,0.413,0.172,25.4,0.713,0.278,23.5,1.688
2021-07-03 07:00:00,0.227,25.4,0.41,0.172,25.3,0.714,0.278,23.6,1.687
2021-07-03 08:00:00,0.227,24.9,0.41,0.172,25.1,0.715,0.278,23.6,1.688
2021-07-03 09:00:00,0.227,24.5,0.409,0.172,25.0,0.715,0.278,23.7,1.683
2021-07-03 10:00:00,0.226,24.1,0.408,0.172,24.8,0.717,0.278,23.7,1.687
2021-07-03 11:00:00,0.226,23.7,0.407,0.172,24.7,0.716,0.278,23.7,1.683
2021-07-03 12:00:00,0.226,23.3,0.407,0.172,24.5,0.719,0.278,23.7,1.679
2021-07-03 13:00:00,0.226,23.0,0.407,0.172,24.3,0.718,0.278,23.6,1.68
2021-07-03 14:00:00,0.226,22.8,0.404,0.172,24.1,0.715,0.278,23.6,1.68
2021-07-03 15:00:00,0.225,22.9,0.402,0.172,24.0,0.717,0.278,23.6,1.688
2021-07-03 16:00:00,0.224,23.4,0.4,0.172,23.8,0.716,0.278,23.5,1.685
2021-07-03 17:00:00,0.223,24.3,0.398,0.172,23.8,0.714,0.278,23.5,1.682
2021-07-03 18:00:00,0.221,25.6,0.395,0.172,23.8,0.714,0.278,23.5,1.683
2021-07-03 19:00:00,0.22,26.9,0.394,0.172,23.9,0.714,0.278,23.4,1.684
2021-07-03 20:00:00,0.219,27.9,0.396,0.173,24.1,0.711,0.278,23.4,1.684
2021-07-03 21:00:00,0.217,28.6,0.392,0.173,24.3,0.71,0.278,23.4,1.684
2021-07-03 22:00:00,0.215,29.2,0.393,0.173,24.6,0.71,0.278,23.3,1.678
2021-07-03 23:00:00,0.214,29.6,0.392,0.173,24.9,0.71,0.277,23.4,1.673
2021-07-04 00:00:00,0.213,29.6,0.389,0.173,25.2,0.713,0.278,23.4,1.677
2021-07-04 01:00:00,0.212,29.2,0.391,0.173,25.4,0.714,0.277,23.4,1.681
2021-07-04 02:00:00,0.211,28.8,0.393,0.173,25.6,0.713,0.277,23.5,1.684
2021-07-04 03:00:00,0.211,28.2,0.394,0.173,25.7,0.718,0.277,23.5,1.68
2021-07-04 04:00:00,0.21,27.6,0.392,0.173,25.7,0.718,0.277,23.6,1.668
2021-07-04 05:00:00,0.21,27.0,0.388,0.173,25.7,0.718,0.277,23.7,1.675
2021-07-04 06:00:00,0.209,26.4,0.389,0.173,25.7,0.72,0.277,23.7,1.683
2021-07-04 07:00:00,0.209,26.0,0.389,0.173,25.6,0.72,0.277,23.8,1.682
2021-07-04 08:00:00,0.209,25.5,0.389,0.173,25.4,0.721,0.277,23.8,1.674
2021-07-04 09:00:00,0.209,25.1,0.386,0.173,25.3,0.723,0.277,23.8,1.671
2021-07-04 10:00:00,0.208,24.8,0.385,0.173,25.1,0.724,0.277,23.8,1.671
2021-07-04 11:00:00,0.208,24.4,0.385,0.173,25.0,0.723,0.277,23.8,1.675
2021-07-04 12:00:00,0.208,24.1,0.382,0.173,24.8,0.723,0.277,23.8,1.675
2021-07-04 13:00:00,0.208,23.8,0.382,0.173,24.7,0.717,0.277,23.8,1.679
2021-07-04 14:00:00,0.207,23.6,0.378,0.173,24.5,0.718,0.277,23.8,1.675
2021-07-04 15:00:00,0.207,23.6,0.375,0.173,24.4,0.72,0.277,23.8,1.672
2021-07-04 16:00:00,0.206,24.0,0.369,0.173,24.2,0.72,0.277,23.7,1.672
2021-07-04 17:00:00,0.205,24.7,0.362,0.173,24.1,0.719,0.277,23.7,1.677
2021-07-04 18:00:00,0.204,25.6,0.347,0.173,24.1,0.719,0.277,23.7,1.666
2021-07-04 19:00:00,0.203,26.6,0.325,0.173,24.2,0.718,0.277,23.6,1.655
2021-07-04 20:00:00,0.202,27.6,0.315,0.173,24.4,0.716,0.277,23.6,1.66
2021-07-04 21:00:00,0.201,28.4,0.308,0.173,24.6,0.715,0.277,23.5,1.661
2021-07-04 22:00:00,0.199,29.2,0.304,0.173,24.8,0.711,0.276,23.5,1.653
2021-07-04 23:00:00,0.198,29.6,0.302,0.173,25.1,0.708,0.276,23.5,1.65
2021-07-05 00:00:00,0.197,29.5,0.3,0.173,25.4,0.712,0.276,23.6,1.65
2021-07-05 01:00:00,0.196,29.2,0.301,0.173,25.6,0.713,0.276,23.6,1.661
2021-07-05 02:00:00,0.196,28.8,0.302,0.173,25.8,0.716,0.276,23.6,1.661
2021-07-05 03:00:00,0.195,28.2,0.303,0.173,25.9,0.717,0.276,23.7,1.657
2021-07-05 04:00:00,0.195,27.7,0.3,0.173,25.9,0.716,0.276,23.8,1.656
2021-07-05 05:00:00,0.194,27.1,0.3,0.173,25.9,0.716,0.276,23.8,1.648
2021-07-05 06:00:00,0.194,26.6,0.3,0.173,25.8,0.716,0.276,23.9,1.655
2021-07-05 07:00:00,0.194,26.1,0.297,0.173,25.7,0.717,0.276,23.9,1.659
2021-07-05 08:00:00,0.194,25.6,0.298,0.173,25.6,0.719,0.276,24.0,1.662
2021-07-05 09:00:00,0.193,25.2,0.298,0.173,25.4,0.721,0.276,24.0,1.662
2021-07-05 10:00:00,0.193,24.9,0.298,0.173,25.3,0.722,0.276,24.0,1.662
2021-07-05 11:00:00,0.193,24.6,0.295,0.173,25.1,0.722,0.276,24.0,1.662
2021-07-05 12:00:00,0.193,24.2,0.294,0.173,25.0,0.721,0.276,24.0,1.658
2021-07-05 13:00:00,0.193,24.0,0.294,0.172,24.8,0.72,0.276,24.0,1.655
2021-07-05 14:00:00,0.192,23.8,0.29,0.172,24.7,0.713,0.276,24.0,1.64
2021-07-05 15:00:00,0.192,23.9,0.283,0.172,24.5,0.715,0.276,23.9,1.645
2021-07-05 16:00:00,0.191,24.3,0.277,0.172,24.4,0.717,0.276,23.9,1.649
2021-07-05 17:00:00,0.191,24.9,0.27,0.172,24.3,0.716,0.276,23.9,1.631
2021-07-05 18:00:00,0.19,25.9,0.263,0.172,24.3,0.709,0.276,23.8,1.628
2021-07-05 19:00:00,0.19,27.0,0.26,0.172,24.4,0.707,0.275,23.8,1.64
2021-07-05 20:00:00,0.189,28.1,0.255,0.172,24.6,0.707,0.275,23.7,1.637
2021-07-05 21:00:00,0.189,29.1,0.252,0.172,24.8,0.703,0.275,23.7,1.634
2021-07-05 22:00:00,0.188,29.9,0.25,0.172,25.1,0.699,0.275,23.7,1.631
2021-07-05 23:00:00,0.187,30.3,0.25,0.172,25.4,0.696,0.275,23.7,1.631
2021-07-06 00:00:00,0.186,30.3,0.249,0.172,25.7,0.693,0.275,23.7,1.628
2021-07-06 01:00:00,0.185,30.0,0.25,0.172,26.0,0.697,0.275,23.8,1.627
2021-07-06 02:00:00,0.185,29.5,0.252,0.172,26.2,0.698,0.275,23.8,1.631
2021-07-06 03:00:00,0.185,29.0,0.253,0.172,26.3,0.698,0.275,23.9,1.634
2021-07-06 04:00:00,0.184,28.3,0.253,0.172,26.4,0.698,0.275,24.0,1.633
2021-07-06 05:00:00,0.184,27.8,0.254,0.172,26.3,0.703,0.275,24.0,1.629
2021-07-06 06:00:00,0.184,27.2,0.254,0.172,26.3,0.705,0.275,24.1,1.618
2021-07-06 07:00:00,0.183,26.7,0.252,0.172,26.2,0.706,0.275,24.2,1.613
