z6-12560,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3050,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/19 22:00:00,40736,25087,6345,2065,24352,6275,1986,22143,6320,1613,2100,8558,9671,6823,UTC+00:00
2025/11/19 23:00:00,40737,25089,6358,2067,24357,6291,1986,22141,6320,1613,2100,8541,9670,6539,UTC+00:00
2025/11/20 00:00:00,40738,25088,6347,2065,24353,6305,1986,22141,6320,1618,2100,8520,9668,6368,UTC+00:00
2025/11/20 01:00:00,40739,25086,6334,2066,24354,6315,1987,22140,6320,1622,2100,8503,9666,6273,UTC+00:00
2025/11/20 02:00:00,40740,25086,6320,2066,24348,6320,1987,22142,6325,1622,2100,8489,9658,6193,UTC+00:00
2025/11/20 03:00:00,40741,25086,6306,2065,24347,6320,1986,22142,6330,1620,2100,8475,9659,6137,UTC+00:00
2025/11/20 04:00:00,40742,25085,6297,2066,24344,6320,1986,22144,6330,1616,2100,8465,9658,6134,UTC+00:00
2025/11/20 05:00:00,40743,25083,6287,2065,24339,6320,1987,22143,6338,1617,2100,8456,9659,6104,UTC+00:00
2025/11/20 06:00:00,40744,25079,6280,2065,24332,6320,1987,22146,6340,1621,2100,8446,9654,6069,UTC+00:00
2025/11/20 07:00:00,40746,25082,6272,2065,24339,6320,1987,22144,6340,1621,2100,8422,9649,6087,UTC+00:00
2025/11/20 08:00:00,40747,25082,6268,2064,24337,6320,1986,22145,6340,1622,2100,8415,9648,6036,UTC+00:00
2025/11/20 09:00:00,40748,25083,6258,2064,24334,6313,1986,22146,6340,1622,2100,8406,9651,5883,UTC+00:00
2025/11/20 10:00:00,40749,25083,6245,2064,24337,6310,1986,22146,6340,1622,2100,8400,9651,5860,UTC+00:00
2025/11/20 11:00:00,40750,25083,6233,2064,24334,6309,1985,22147,6340,1623,2100,8394,9645,5875,UTC+00:00
2025/11/20 12:00:00,40751,25082,6224,2063,24330,6300,1985,22147,6340,1622,2100,8389,9643,5821,UTC+00:00
2025/11/20 13:00:00,40752,25082,6214,2063,24329,6300,1985,22147,6340,1622,2100,8387,9642,5823,UTC+00:00
2025/11/20 14:00:00,40753,25081,6205,2062,24330,6290,1985,22147,6340,1620,2100,8380,9642,5857,UTC+00:00
2025/11/20 15:00:00,40754,25081,6200,2062,24326,6288,1983,22148,6340,1618,2100,8380,9644,5899,UTC+00:00
2025/11/20 16:00:00,40755,25078,6202,2061,24328,6280,1982,22148,6340,1616,2100,8399,9650,6008,UTC+00:00
2025/11/20 17:00:00,40756,25075,6217,2062,24328,6280,1983,22147,6340,1616,2100,8412,9655,6130,UTC+00:00
2025/11/20 18:00:00,40757,25073,6239,2062,24325,6280,1983,22146,6338,1615,2100,8449,9650,6227,UTC+00:00
2025/11/20 19:00:00,40758,25071,6268,2063,24319,6280,1983,22147,6330,1616,2100,8539,9642,6407,UTC+00:00
2025/11/20 20:00:00,40759,25068,6309,2064,24319,6283,1983,22146,6330,1618,2100,8542,9636,6572,UTC+00:00
2025/11/20 21:00:00,40760,25065,6347,2064,24318,6294,1984,22146,6330,1616,2100,8525,9632,6506,UTC+00:00
2025/11/20 22:00:00,40761,25061,6367,2065,24315,6306,1983,22147,6330,1616,2100,8498,9632,6394,UTC+00:00
2025/11/20 23:00:00,40762,25059,6368,2067,24311,6318,1984,22147,6330,1616,2100,8484,9634,6298,UTC+00:00
2025/11/21 00:00:00,40763,25059,6357,2065,24309,6329,1985,22148,6330,1620,2100,8464,9629,6168,UTC+00:00
2025/11/21 01:00:00,40764,25057,6342,2065,24309,6335,1986,22149,6335,1623,2100,8453,9625,6049,UTC+00:00
2025/11/21 02:00:00,40765,25054,6326,2065,24299,6340,1986,22153,6340,1623,2100,8440,9632,5943,UTC+00:00
2025/11/21 03:00:00,40766,25057,6313,2065,24299,6340,1986,22157,6340,1623,2100,8434,9632,5899,UTC+00:00
2025/11/21 04:00:00,40767,25049,6296,2065,24295,6340,1986,22158,6340,1623,2100,8425,9624,5878,UTC+00:00
2025/11/21 05:00:00,40768,25143,6279,2064,24296,6330,1985,22157,6341,1623,2100,8419,9622,5871,UTC+00:00
2025/11/21 06:00:00,40769,25662,6263,2068,24298,6330,1986,22157,6350,1623,2100,8409,9617,5847,UTC+00:00
2025/11/21 07:00:00,40771,26275,6246,2087,24294,6321,1986,22158,6350,1623,2100,8387,9612,5793,UTC+00:00
2025/11/21 08:00:00,40772,26827,6230,2133,24290,6317,1985,22157,6350,1623,2100,8384,9609,5761,UTC+00:00
2025/11/21 09:00:00,40773,27360,6211,2194,24308,6308,1986,22160,6350,1623,2100,8380,9596,5736,UTC+00:00
2025/11/21 10:00:00,40774,27319,6197,2202,24769,6299,1986,22162,6350,1623,2100,8374,9592,5740,UTC+00:00
2025/11/21 11:00:00,40775,27281,6189,2201,25378,6289,1992,22160,6344,1623,2100,8368,9593,5766,UTC+00:00
2025/11/21 12:00:00,40776,27408,6180,2204,25854,6280,2011,22157,6340,1623,2100,8366,9595,5789,UTC+00:00
2025/11/21 13:00:00,40777,28966,6156,2239,27434,6268,2153,22158,6340,1628,2100,8364,9590,5765,UTC+00:00
2025/11/21 14:00:00,40778,28163,6140,2212,27512,6256,2197,22168,6340,1639,2100,8354,9594,5716,UTC+00:00
2025/11/21 15:00:00,40779,27983,6139,2205,27333,6248,2188,22203,6330,1727,2100,8352,9599,5682,UTC+00:00
2025/11/21 16:00:00,40780,28150,6130,2210,27459,6240,2189,22278,6328,1893,2100,8349,9603,5658,UTC+00:00
2025/11/21 17:00:00,40781,28071,6121,2207,27454,6230,2188,22582,6320,2094,2100,8348,9605,5674,UTC+00:00
2025/11/21 18:00:00,40782,27931,6127,2200,27354,6224,2183,23544,6320,2217,2100,8344,9605,5686,UTC+00:00
2025/11/21 19:00:00,40783,27884,6130,2199,27303,6220,2180,24973,6311,2250,2100,8341,9603,5693,UTC+00:00
2025/11/21 20:00:00,40784,27780,6130,2196,27224,6220,2177,25473,6310,2266,2100,8339,9601,5680,UTC+00:00
2025/11/21 21:00:00,40785,27744,6130,2194,27170,6213,2173,25727,6305,2271,2100,8334,9605,5651,UTC+00:00
2025/11/21 22:00:00,40786,27838,6130,2197,27208,6210,2174,25886,6300,2278,2100,8332,9609,5637,UTC+00:00
2025/11/21 23:00:00,40787,27791,6130,2195,27216,6210,2175,26016,6300,2285,2100,8327,9614,5585,UTC+00:00
2025/11/22 00:00:00,40788,27715,6125,2192,27167,6210,2173,26086,6298,2288,2100,8323,9624,5493,UTC+00:00
2025/11/22 01:00:00,40789,27645,6116,2189,27106,6203,2170,26129,6290,2288,2100,8318,9631,5446,UTC+00:00
2025/11/22 02:00:00,40790,27596,6108,2186,27049,6200,2168,26155,6290,2290,2100,8315,9635,5435,UTC+00:00
2025/11/22 03:00:00,40791,27554,6100,2184,26998,6200,2166,26167,6290,2294,2100,8313,9645,5432,UTC+00:00
2025/11/22 04:00:00,40792,27514,6090,2182,26955,6190,2164,26175,6283,2295,2100,8311,9651,5434,UTC+00:00
2025/11/22 05:00:00,40793,27480,6084,2180,26920,6189,2162,26182,6280,2295,2100,8308,9656,5417,UTC+00:00
2025/11/22 06:00:00,40794,27451,6076,2179,26888,6180,2160,26187,6280,2296,2100,8304,9659,5406,UTC+00:00
2025/11/22 07:00:00,40796,27425,6066,2177,26860,6176,2158,26191,6280,2297,2100,8286,9664,5399,UTC+00:00
